iter	RMSE
793	0.3062874255
794	0.3062405097
795	0.3061434452
796	0.3061029532
797	0.3060479068
798	0.3059742255
799	0.3059177091
800	0.3058636234
801	0.3057732937
802	0.3056989111
803	0.3056328089
804	0.3055618895
805	0.305521633
806	0.305453635
807	0.3053896918
808	0.3052912312
809	0.3052458676
810	0.3051703935
811	0.3051193017
812	0.305046272
813	0.3049776446
814	0.3049071442
815	0.3048510128
816	0.3047488655
817	0.3047077858
818	0.3046547191
819	0.3046018953
820	0.3045639248
821	0.3045050135
822	0.3044482502
823	0.3043821272
824	0.3042906662
825	0.3042212887
826	0.3041537353
827	0.3040947895
828	0.304048989
829	0.3039722187
830	0.3039231874
831	0.3038699054
832	0.3038137498
833	0.3037447844
834	0.3037056859
835	0.3036106354
836	0.3035647486
837	0.303529623
838	0.3034412404
839	0.3033831854
840	0.3033245901
841	0.3032530664
842	0.3032030785
843	0.3031336646
844	0.3030542307
845	0.3030022836
846	0.3029536915
847	0.3028797676
848	0.3027898321
849	0.3027464381
850	0.3026822051
851	0.3025967355
852	0.3025400022
853	0.3024849255
854	0.3024641906
855	0.3023804582
856	0.302290373
857	0.3022480835
858	0.3021784165
859	0.3020832798
860	0.3020418803
861	0.3019663088
862	0.3018978016
863	0.3018453051
864	0.3018193464
865	0.3017403588
866	0.3016776862
867	0.3016183021
868	0.3015667743
869	0.3015207537
870	0.3014732097
871	0.3014206675
872	0.3013558983
873	0.3013395468
874	0.3012585568
875	0.3012039785
876	0.3011332086
877	0.3010619134
878	0.3010158372
879	0.3009676301
880	0.300904596
881	0.3008223678
882	0.300762268
883	0.3007103166
884	0.3006447026
885	0.3005786834
886	0.3005215885
887	0.300459458
888	0.3004102856
889	0.3003524768
890	0.3002847274
891	0.3002103954
892	0.3001521939
893	0.3000924747
894	0.3000292743
895	0.2999937646
896	0.2999272903
897	0.299874348
898	0.2998348068
899	0.29974913
900	0.2997012318
901	0.2996475212
902	0.2995853637
903	0.2995124868
904	0.2994722752
905	0.299409224
906	0.2993886803
907	0.2993458634
908	0.2992925602
909	0.2992483072
910	0.2992146704
911	0.2991522636
912	0.299108907
913	0.299029368
914	0.2989666785
915	0.2989314893
916	0.298862825
917	0.298803607
918	0.2987704252
919	0.2986971329
920	0.2986420855
921	0.298578172
922	0.2985177228
923	0.2984374047
924	0.2983844682
925	0.2983058304
926	0.2982512018
927	0.2981733287
928	0.298126509
929	0.2981094427
930	0.2980313542
931	0.2979915838
932	0.2979116002
933	0.2978593906
934	0.2977854399
935	0.2977410751
936	0.2976791129
937	0.2976128442
938	0.2975469548
939	0.2974827591
940	0.2974435395
941	0.2973738274
942	0.2973255177
943	0.297245039
944	0.2971912285
945	0.2971450718
946	0.2970667392
947	0.2970249419
948	0.2969693556
949	0.2969208297
950	0.2968068512
951	0.2967559188
952	0.2966961381
953	0.2966151252
954	0.2965155362
955	0.2964666458
956	0.2964337469
957	0.2963796272
958	0.2963133149
959	0.2962889209
960	0.2962217497
961	0.2961660545
962	0.2961044695
963	0.2960483956
964	0.2959602209
965	0.2959216646
966	0.2958479648
967	0.2958252219
968	0.2957547582
969	0.2956950236
970	0.2956194649
971	0.2955507105
972	0.2955149609
973	0.2954426337
974	0.2954152433
975	0.2953053796
976	0.2952607124
977	0.2952020498
978	0.295139023
979	0.2950766679
980	0.295021114
981	0.2949748027
982	0.2949031135
983	0.2948578038
984	0.2947973746
985	0.294766497
986	0.2947040616
987	0.2946463409
988	0.2945892328
989	0.2945415686
990	0.2944843781
991	0.2944478205
992	0.2943961921
993	0.2943366341
994	0.2942792796
995	0.2942353143
996	0.2941972664
997	0.2941467527
998	0.2940979365
999	0.2940508689
1000	0.2939713089
1001	0.2939177133
1002	0.2938760344
1003	0.2938403044
1004	0.2938081234
1005	0.2937234486
1006	0.293667731
1007	0.2936149892
1008	0.2935754671
1009	0.2935566134
1010	0.2934660389
1011	0.2933923434
1012	0.2933267608
1013	0.2932934553
1014	0.2932700202
1015	0.2931697135
1016	0.2931479471
1017	0.2930905149
1018	0.293045756
1019	0.2930065054
1020	0.2929548941
1021	0.2928779662
1022	0.2928142335
1023	0.2927720399
1024	0.2927193482
1025	0.2926609231
1026	0.2925964848
1027	0.2925163306
1028	0.2924507793
1029	0.2923828594
1030	0.2923249644
1031	0.2922563278
1032	0.2921914573
1033	0.2921120439
1034	0.2920556246
1035	0.2919892763
1036	0.2919204853
1037	0.2918835927
1038	0.2918403558
1039	0.2918085294
1040	0.291754136
1041	0.2916926724
1042	0.2916507126
1043	0.2915940913
1044	0.2915178927
1045	0.2914725397
1046	0.2914371323
1047	0.2914006042
1048	0.2913630776
1049	0.2913081442
1050	0.2912626677
1051	0.291187663
1052	0.291124779
1053	0.2910514203
1054	0.2910160866
1055	0.2909798027
1056	0.2909241341
1057	0.2908527306
1058	0.2907885361
1059	0.2907447604
1060	0.2907243052
1061	0.2906950414
1062	0.2906534522
1063	0.2906190259
1064	0.2905603991
1065	0.2905160422
